time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-10-05T20:44:22.234Z,-21.596,-68.5587,143.663,4.2,mb,19,68,0.666,1.38,us,us6000nwrr,2024-10-06T01:01:05.040Z,"51 km SW of Ollagüe, Chile",earthquake,7.9,7.199,0.166,10,reviewed,us,us
2024-10-05T20:40:52.482Z,52.1416,-174.4417,101.428,4.1,mb,63,125,0.162,0.74,us,us6000nwsq,2024-10-06T00:44:10.040Z,"17 km WSW of Atka, Alaska",earthquake,8.25,3.079,0.082,43,reviewed,us,us
2024-10-05T19:15:34.362Z,35.3597,52.8989,10,4.5,mb,52,142,4.934,0.81,us,us6000nwr9,2024-10-07T22:46:32.382Z,"50 km WSW of Semnan, Iran",earthquake,11.1,1.931,0.092,35,reviewed,us,us
2024-10-05T19:03:19.571Z,69.3276,-145.0851,2,2.8,ml,,,,0.5,ak,ak024ctq9qxh,2024-10-06T00:16:57.040Z,"106 km SSW of Kaktovik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-10-05T18:15:12.437Z,51.117,-176.1515,25.6,3.5,ml,,,,0.62,ak,ak024ctpqvcm,2024-10-05T19:30:11.657Z,"90 km SSE of Adak, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2024-10-05T17:20:20.537Z,54.4484,-161.7046,9.6,3.5,ml,,,,0.74,ak,ak024ctp6is3,2024-10-05T19:27:23.947Z,"78 km SSE of King Cove, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2024-10-05T16:49:37.850Z,40.3633346557617,-124.609336853027,25.8099994659424,2.67,md,38,242,0.2172,0.17,nc,nc75070781,2024-10-05T19:21:52.040Z,"28 km WNW of Petrolia, CA",earthquake,2.23,1.51999998,0.15,16,automatic,nc,nc
2024-10-05T16:24:35.160Z,40.3673333333333,-124.591666666667,25.93,3.43,mw,64,230,0.2059,0.15,nc,nc75070761,2024-10-06T02:57:42.003Z,"26 km WNW of Petrolia, CA",earthquake,0.86,0.65,,4,reviewed,nc,nc
2024-10-05T16:13:46.981Z,62.2204,-148.8436,32.3,2.5,ml,,,,0.37,ak,ak024ctojne2,2024-10-05T18:19:50.040Z,"49 km N of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-10-05T16:10:32.222Z,61.3463,-146.5395,27.5,2.5,ml,,,,0.32,ak,ak024ctoiz3q,2024-10-05T17:42:13.040Z,"26 km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-10-05T16:08:55.102Z,-41.3377,174.4207,48.54,5.1,mww,129,21,0.215,1.2,us,us6000nwqg,2024-10-07T18:23:23.594Z,"27 km WSW of Karori, New Zealand",earthquake,2.75,4.729,0.086,13,reviewed,us,us
2024-10-05T15:26:19.116Z,11.6489,-87.1247,44.782,4.3,mb,35,177,0.991,0.81,us,us6000nwqb,2024-10-05T17:25:31.040Z,"68 km WSW of Masachapa, Nicaragua",earthquake,5.84,12.71,0.119,20,reviewed,us,us
2024-10-05T14:53:47.625Z,-21.7033,-68.436,152.757,4.2,mb,15,97,0.755,0.66,us,us6000nwq8,2024-10-05T16:15:36.040Z,"56 km SSW of Ollagüe, Chile",earthquake,9.83,11.912,0.199,8,reviewed,us,us
2024-10-05T14:40:36.241Z,9.9631,126.3331,35,4.9,mb,68,99,2.97,0.81,us,us6000nwq6,2024-10-06T12:15:16.251Z,"27 km ENE of Pilar, Philippines",earthquake,7.24,1.863,0.06,88,reviewed,us,us
2024-10-05T13:16:21.940Z,18.8096666666667,-66.7241666666667,40.41,2.98,md,11,241,0.3788,0.2,pr,pr71461828,2024-10-05T14:02:20.750Z,"36 km N of Carrizales, Puerto Rico",earthquake,1.06,1.81,0.152443633001981,8,reviewed,pr,pr
2024-10-05T12:50:42.585Z,53.2363,-167.1235,47.041,5.4,mww,78,124,0.504,0.79,us,us6000nwpv,2024-10-08T13:00:54.315Z,"81 km SSW of Unalaska, Alaska",earthquake,7.04,6.203,0.066,22,reviewed,us,us
2024-10-05T12:50:23.838Z,53.0819,-166.98,35,5.1,mwr,64,135,0.649,0.63,us,us6000nwq0,2024-10-08T13:00:38.277Z,"93 km SSW of Unalaska, Alaska",earthquake,3.92,1.931,0.066,22,reviewed,us,us
2024-10-05T12:17:00.230Z,40.3975,-125.5585,10,3.74,mw,126,245,0.9352,0.28,nc,nc75070701,2024-10-05T22:07:38.706Z,"108 km WNW of Petrolia, CA",earthquake,1.89,31.61,,4,reviewed,nc,nc
2024-10-05T12:08:12.354Z,37.6351,-31.6445,10,4.8,mb,66,83,4.855,0.89,us,us6000nwpm,2024-10-05T12:51:47.040Z,"197 km SSW of Lajes das Flores, Portugal",earthquake,11.06,1.872,0.067,69,reviewed,us,us
2024-10-05T11:45:30.324Z,-17.3967,-173.4475,40.756,5.4,mb,62,50,3.739,1.37,us,us6000nwpi,2024-10-07T08:31:16.314Z,"150 km NNE of Neiafu, Tonga",earthquake,8.71,6.769,0.034,300,reviewed,us,us
2024-10-05T11:34:34.028Z,19.8879,-156.8131,14.654,2.7,ml,17,312,0.942,0.22,us,us6000nwpg,2024-10-06T08:12:43.040Z,"88 km WNW of Kalaoa, Hawaii",earthquake,11.65,9.703,0.069,28,reviewed,us,us
2024-10-05T11:19:10.520Z,-18.7626,-177.5599,371.448,4.5,mb,49,79,3.57,0.66,us,us6000nwpf,2024-10-06T08:06:27.040Z,"Fiji region",earthquake,11.85,7.842,0.081,44,reviewed,us,us
2024-10-05T10:42:25.088Z,-19.3469,-172.5407,10,4.9,mb,48,87,2.484,0.65,us,us6000nwpd,2024-10-05T11:21:19.040Z,"170 km ESE of Neiafu, Tonga",earthquake,8.36,1.859,0.087,41,reviewed,us,us
2024-10-05T08:25:18.197Z,-16.3864,167.8638,206.409,4.8,mb,25,200,5.355,0.62,us,us6000nwp2,2024-10-05T08:59:23.040Z,"57 km ESE of Lakatoro, Vanuatu",earthquake,14.8,9.857,0.1,31,reviewed,us,us
2024-10-05T07:34:47.770Z,18.3263333333333,-67.4333333333333,12.71,2.95,md,7,310,0.1746,0.07,pr,pr71461813,2024-10-05T07:49:39.530Z,"19 km W of Rincón, Puerto Rico",earthquake,1.18,0.55,0.0207428837420833,4,reviewed,pr,pr
2024-10-05T06:45:12.485Z,54.2938,-161.7133,31.075,4.9,mb,97,145,1.225,0.96,us,us6000nwnq,2024-10-05T19:12:35.077Z,"93 km SSE of King Cove, Alaska",earthquake,5.9,6.267,0.053,112,reviewed,us,us
2024-10-05T06:22:52.800Z,40.4103333333333,-125.1665,9.83,2.64,md,68,256,0.636,0.29,nc,nc75070611,2024-10-05T08:23:28.841Z,"75 km WNW of Petrolia, CA",earthquake,1.45,31.61,0.332,51,reviewed,nc,nc
2024-10-05T05:08:32.987Z,60.935,-150.3414,55.9,3,ml,,,,0.56,ak,ak024cthys0o,2024-10-06T05:11:35.405Z,"18 km E of Point Possession, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2024-10-05T04:39:28.342Z,16.7077,-86.0555,10,4.1,mb,75,35,2.885,1.14,us,us6000nwnd,2024-10-05T05:12:13.738Z,"33 km NNW of Guanaja, Honduras",earthquake,7.71,1.976,0.08,44,reviewed,us,us
2024-10-05T03:29:26.129Z,32.3247,56.4756,10,4.1,mb,20,128,7.356,0.66,us,us6000nwn6,2024-10-05T03:48:55.040Z,"121 km NNW of Rāvar, Iran",earthquake,7.84,1.959,0.101,27,reviewed,us,us
2024-10-05T02:17:55.940Z,17.9195,-66.8606666666667,13.23,2.75,md,5,227,0.1817,0.14,pr,pr71461803,2024-10-05T02:34:13.850Z,"7 km SSE of Maria Antonia, Puerto Rico",earthquake,2.59,1.92,0.054026621906057,4,reviewed,pr,pr
2024-10-05T01:09:42.574Z,62.7858,-156.8171,9.348,2.6,ml,20,50,0.397,0.72,us,us6000nwmk,2024-10-05T01:26:15.040Z,"44 km WSW of Takotna, Alaska",earthquake,3.58,2.889,0.059,38,reviewed,us,us
2024-10-04T22:40:52.230Z,47.605666666666664,-121.807,15.92,2.61,ml,67,56,0.103,0.16,uw,uw62043857,2024-10-05T21:39:43.661Z,"7 km NE of Fall City, Washington",earthquake,0.22,0.27,0.15829437745145647,93,reviewed,uw,uw
2024-10-04T22:22:10.161Z,2.2567,128.3077,156.803,4.5,mb,34,109,1.749,0.51,us,us6000nwm9,2024-10-05T01:52:45.040Z,"67 km NNE of Tobelo, Indonesia",earthquake,12.03,6.845,0.113,23,reviewed,us,us
2024-10-04T21:46:53.794Z,67.3246,-156.3253,2.5,2.8,ml,,,,0.14,ak,ak024cs46k2r,2024-10-05T00:43:53.040Z,"52 km NNE of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-10-04T21:21:11.974Z,4.9457,126.2526,102.506,4.7,mb,55,107,2.214,0.64,us,us6000nwls,2024-10-04T21:38:21.040Z,"101 km ESE of Sarangani, Philippines",earthquake,8.5,6.154,0.08,47,reviewed,us,us
2024-10-04T21:17:00.889Z,33.76,137.2026,360,4.4,mb,67,77,1.592,0.73,us,us6000nwlq,2024-10-04T21:46:12.040Z,"72 km SSE of Shima, Japan",earthquake,10.02,8.004,0.052,107,reviewed,us,us
2024-10-04T21:15:10.287Z,-19.8696,-175.1116,100.973,4.8,mb,20,217,1.506,0.53,us,us6000nwlr,2024-10-04T21:31:57.040Z,"79 km W of Pangai, Tonga",earthquake,15.13,10.553,0.128,19,reviewed,us,us
2024-10-04T21:06:06.717Z,51.1652,-179.2718,33.562,3.6,mb,19,214,0.483,0.29,us,us6000nwmc,2024-10-05T00:04:04.040Z,"199 km WSW of Adak, Alaska",earthquake,6.12,12.646,0.25,4,reviewed,us,us
2024-10-04T20:18:32.700Z,34.2105,-117.4983333,11.46,2.52,ml,109,25,0.002986,0.18,ci,ci40751975,2024-10-07T17:19:01.620Z,"5 km S of Lytle Creek, CA",earthquake,0.11,0.26,0.159,24,reviewed,ci,ci
2024-10-04T18:40:43.468Z,56.5679,-149.3397,19.95,3.3,ml,42,191,2.145,0.55,us,us6000nwl2,2024-10-04T20:53:23.040Z,"212 km SE of Chiniak, Alaska",earthquake,4.57,8.091,0.044,68,reviewed,us,us
2024-10-04T18:12:28.560Z,17.9488333333333,-66.8428333333333,12.93,2.69,md,9,176,0.1928,0.07,pr,pr71461793,2024-10-04T18:29:22.440Z,"5 km SSW of Indios, Puerto Rico",earthquake,0.47,0.56,0.0356675568394484,7,reviewed,pr,pr
2024-10-04T17:25:52.040Z,40.2186660766602,-121.168334960938,-1.8400000333786,2.79,md,33,80,0.2498,0.24,nc,nc75070321,2024-10-07T19:47:02.738Z,"1 km E of Almanor, CA",earthquake,0.4,2.43000007,0.08,24,automatic,nc,nc
2024-10-04T14:48:06.319Z,9.958,126.4051,34.82,4.7,mb,42,116,2.984,0.66,us,us6000nwjp,2024-10-04T15:42:18.040Z,"35 km ENE of Pilar, Philippines",earthquake,11.78,5.107,0.097,32,reviewed,us,us
2024-10-04T13:58:58.685Z,-55.5383,-124.7457,10,5.3,mww,82,87,28.741,0.52,us,us6000nwkv,2024-10-04T20:32:09.040Z,"southern East Pacific Rise",earthquake,9.19,1.802,0.11,8,reviewed,us,us
2024-10-04T13:49:01.187Z,70.6291,-14.7306,10,5.2,mww,93,46,6.415,0.39,us,us6000nwja,2024-10-04T14:06:42.040Z,"223 km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,8.69,1.878,0.06,27,reviewed,us,us
2024-10-04T13:35:22.989Z,60.5321,-159.1053,7.5,2.6,ml,,,,0.75,ak,ak024crzcnze,2024-10-04T13:37:51.910Z,"116 km S of Chuathbaluk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-10-04T13:29:34.480Z,18.0413333333333,-64.6083333333333,101.91,3.29,md,13,269,0.377,0.29,pr,pr71461768,2024-10-04T14:10:18.400Z,"34 km NNE of Christiansted, U.S. Virgin Islands",earthquake,6.27,2.68,0.0890804470568973,9,reviewed,pr,pr
2024-10-04T12:57:59.197Z,-20.3044,-69.9849,52.492,4.6,mb,17,86,0.141,0.76,us,us6000nwii,2024-10-05T01:33:30.402Z,"13 km ESE of Alto Hospicio, Chile",earthquake,5.45,5.937,0.206,7,reviewed,us,us
2024-10-04T11:47:46.121Z,70.7284,-14.8202,10,4.8,mb,37,61,6.492,0.83,us,us6000nwi9,2024-10-04T12:22:47.040Z,"224 km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,9.06,1.905,0.074,58,reviewed,us,us
2024-10-04T11:42:16.224Z,70.7049,-14.7924,10,5.1,mww,56,54,6.475,0.75,us,us6000nwi8,2024-10-04T15:49:12.040Z,"224 km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,8.63,1.858,0.103,9,reviewed,us,us
2024-10-04T10:17:38.630Z,18.755,-64.3835,19.68,3.08,md,10,312,0.4017,0.27,pr,pr71461758,2024-10-04T14:55:30.040Z,"63 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,8.38,16.92,0.14082014633602,4,reviewed,pr,pr
2024-10-04T09:08:58.422Z,49.0567,-123.3635,61.533,3.7,mb,198,43,0.145,0.41,us,us6000nwgu,2024-10-08T02:57:03.077Z,"20 km SW of Richmond, Canada",earthquake,2.35,3.938,0.226,5,reviewed,us,us
2024-10-04T08:58:49.536Z,70.7071,-14.7766,10,4.9,mww,41,64,6.479,1.04,us,us6000nwgt,2024-10-04T09:40:55.040Z,"223 km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,9.74,1.914,0.065,23,reviewed,us,us
2024-10-04T08:53:02.569Z,-5.4677,34.1883,9.822,4.7,mb,34,70,5.286,0.61,us,us6000nwgr,2024-10-04T15:38:02.403Z,"41 km NW of Itigi, Tanzania",earthquake,10.52,3.97,0.11,25,reviewed,us,us
2024-10-04T07:42:38.870Z,18.4453,-68.725,144,3.81,md,15,166,0.3504,0.43,pr,pr2024278002,2024-10-05T10:11:36.040Z,"5 km WNW of San Rafael del Yuma, Dominican Republic",earthquake,3.72,1.95,0.3,7,reviewed,pr,pr
2024-10-04T06:38:21.433Z,63.197,-149.8113,0,2.7,ml,,,,0.93,ak,ak024crv79rk,2024-10-04T06:41:43.501Z,"48 km WSW of Cantwell, Alaska",earthquake,,3.9,,,automatic,ak,ak
2024-10-04T06:35:17.860Z,-21.5449,-68.7254,115.671,4.3,mb,34,62,0.542,0.93,us,us6000nwgd,2024-10-04T07:34:27.040Z,"60 km SW of Ollagüe, Chile",earthquake,6.87,6.961,0.104,26,reviewed,us,us
2024-10-04T06:32:16.794Z,-4.8477,133.8305,10,4.6,mb,14,93,2.482,1.28,us,us6000nwic,2024-10-06T05:23:02.040Z,"147 km NE of Tual, Indonesia",earthquake,7.17,1.83,0.146,14,reviewed,us,us
2024-10-04T06:00:51.230Z,18.2646,-64.3675,121,3.69,md,9,318,0.2927,0.14,pr,pr2024278001,2024-10-04T07:10:11.040Z,"45 km E of Cruz Bay, U.S. Virgin Islands",earthquake,7.37,1.63,0.15,9,reviewed,pr,pr
2024-10-04T05:57:19.704Z,37.9049,33.2863,10,4.5,mb,50,65,1.998,0.78,us,us6000nwgc,2024-10-04T07:11:50.040Z,"31 km NW of Karapınar, Turkey",earthquake,5.1,1.891,0.104,27,reviewed,us,us
2024-10-04T03:24:52.321Z,70.6423,-14.3397,10,4.5,mb,32,72,6.486,0.91,us,us6000nwfs,2024-10-04T03:44:07.040Z,"208 km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,7.82,1.684,0.127,18,reviewed,us,us
2024-10-04T03:06:29.685Z,52.1423,178.0008,171.635,4.5,mb,117,88,0.399,0.74,us,us6000nwfn,2024-10-04T03:51:00.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,9.74,5.366,0.056,94,reviewed,us,us
2024-10-04T02:27:38.960Z,19.154,-64.9453333333333,34.29,3.4,md,8,278,0.7922,0.29,pr,pr71461703,2024-10-04T02:55:01.910Z,"89 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.67,16.82,0.108494094813208,5,reviewed,pr,pr
2024-10-04T02:26:37.620Z,19.0771666666667,-64.9413333333333,48.73,3.1,md,5,291,0.7208,0.18,pr,pr71461718,2024-10-04T03:49:01.610Z,"81 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.73,10.86,0.0553558075531895,2,reviewed,pr,pr
2024-10-04T02:10:06.310Z,19.249,-64.8655,49,3.57,md,14,279,0.8698,0.37,pr,pr2024278000,2024-10-04T02:48:36.040Z,"100 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.98,10.84,0.13,14,reviewed,pr,pr
2024-10-04T02:09:05.411Z,19.1659,-65.0197,35,3.3,ml,15,206,0.811,0.41,us,us6000nwfg,2024-10-04T02:28:30.040Z,"91 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.01,2.016,0.069,28,reviewed,us,us
2024-10-04T01:49:12.804Z,58.6125,-154.7158,2.6,4.3,ml,,,,0.61,ak,ak024crsafyp,2024-10-04T18:46:40.290Z,"92 km S of Kokhanok, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-10-04T01:45:36.496Z,57.3772,-155.1369,38.8,3.4,ml,,,,0.81,ak,ak024crs9mx8,2024-10-04T02:23:25.040Z,"46 km WSW of Karluk, Alaska",earthquake,,2.2,,,automatic,ak,ak
2024-10-03T22:41:37.040Z,36.2415,-89.4978333333333,9.73,2.5,md,45,42,,0.11,nm,nm60592291,2024-10-08T02:35:45.040Z,"2 km SSW of Ridgely, Tennessee",earthquake,0.19,0.35,0.137096222929797,35,reviewed,nm,nm
2024-10-03T20:53:43.674Z,2.7903,128.1927,157.794,4.8,mb,51,123,2.168,0.82,us,us6000nwdx,2024-10-03T21:07:44.040Z,"119 km N of Tobelo, Indonesia",earthquake,9.29,7.775,0.08,48,reviewed,us,us
2024-10-03T20:10:01.902Z,70.7292,-14.7572,10,4.6,mb,33,62,6.502,0.35,us,us6000nwdn,2024-10-03T20:38:05.040Z,"222 km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,9.52,1.918,0.111,24,reviewed,us,us
2024-10-03T20:07:34.240Z,36.473,-121.049166666667,3.51,2.5,md,69,64,0.01906,0.09,nc,nc75070041,2024-10-05T10:00:18.430Z,"11 km SE of Pinnacles, CA",earthquake,0.13,0.2,0.169,70,reviewed,nc,nc
2024-10-03T20:05:13.256Z,5.6965,126.1575,110.731,4.8,mb,51,83,1.48,0.81,us,us6000nwde,2024-10-03T20:23:27.040Z,"62 km ESE of Caburan, Philippines",earthquake,9.54,6.742,0.081,47,reviewed,us,us
2024-10-03T19:30:49.870Z,-17.7647,-178.3819,533.187,4.5,mb,65,33,3.446,0.9,us,us6000nwd5,2024-10-03T19:47:28.040Z,"246 km E of Levuka, Fiji",earthquake,11.68,8.26,0.043,161,reviewed,us,us
2024-10-03T18:56:34.130Z,17.9658333333333,-67.1016666666667,13.19,2.54,md,3,264,0.04105,0.04,pr,pr71461673,2024-10-03T19:09:54.880Z,"5 km W of La Parguera, Puerto Rico",earthquake,1.57,0.37,0.0451232822640768,3,reviewed,pr,pr
2024-10-03T17:59:42.980Z,18.2265,-67.9023,114,3.74,md,10,185,0.8181,0.24,pr,pr2024277002,2024-10-03T18:27:43.040Z,"66 km SE of Punta Cana, Dominican Republic",earthquake,2.18,1.53,0.08,6,reviewed,pr,pr
2024-10-03T17:59:39.454Z,58.6543,-154.6694,8.1,3.1,ml,,,,0.6,ak,ak024cqec96n,2024-10-03T18:47:28.138Z,"87 km S of Kokhanok, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2024-10-03T17:39:44.449Z,-37.214,52.1688,10,4.9,mb,64,44,24.104,0.39,us,us6000nwc7,2024-10-03T18:00:44.040Z,"South Indian Ocean",earthquake,8.56,1.859,0.07,63,reviewed,us,us
2024-10-03T16:37:22.494Z,50.9882,-176.1036,39.8,3.5,ml,,,,0.6,ak,ak024cqdm1o4,2024-10-03T18:40:34.695Z,"105 km SSE of Adak, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2024-10-03T16:15:38.942Z,12.7422,143.3985,91.368,4.6,mb,64,48,1.661,0.52,us,us6000nwbq,2024-10-03T16:56:24.040Z,"149 km WSW of Merizo Village, Guam",earthquake,9.11,6.101,0.056,96,reviewed,us,us
2024-10-03T14:42:18.381Z,-22.7305,-176.8602,167.346,4.9,mb,45,83,2.221,0.61,us,us6000nwau,2024-10-03T15:13:36.040Z,"236 km SW of Houma, Tonga",earthquake,14.54,6.962,0.085,43,reviewed,us,us
2024-10-03T14:08:15.023Z,61.4221,-146.6428,27.6,2.9,ml,,,,0.34,ak,ak024cqc8y5a,2024-10-03T15:24:35.040Z,"36 km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-10-03T13:54:20.796Z,51.0014,-176.2227,38.918,4.5,mb,49,195,0.928,0.81,us,us6000nwa7,2024-10-03T18:32:08.088Z,"101 km SSE of Adak, Alaska",earthquake,6.19,7.717,0.054,103,reviewed,us,us
2024-10-03T13:38:08.148Z,51.8092,-176.1565,74.8,3.6,ml,,,,0.6,ak,ak024cqbtxjz,2024-10-03T18:29:22.287Z,"33 km ESE of Adak, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2024-10-03T13:08:40.592Z,51.3378,-177.0247,35,5.1,mb,84,145,0.522,0.64,us,us6000nw9t,2024-10-08T13:18:55.126Z,"65 km SSW of Adak, Alaska",earthquake,3.84,1.68,0.028,402,reviewed,us,us
2024-10-03T13:08:06.252Z,-28.4632,-176.3346,10,5.3,mb,46,111,1.601,0.86,us,us6000nw9u,2024-10-03T13:25:51.040Z,"Kermadec Islands region",earthquake,9.66,1.88,0.083,49,reviewed,us,us
2024-10-03T11:41:49.850Z,18.2888333333333,-66.2361666666667,13.81,2.81,md,14,114,0.124,0.1,pr,pr71461653,2024-10-03T12:21:23.320Z,"1 km SE of Naranjito, Puerto Rico",earthquake,0.23,0.24,0.209595944587379,6,reviewed,pr,pr
2024-10-03T11:05:32.006Z,50.9607,-176.0973,26.038,4,mb,65,197,0.993,0.57,us,us6000nw9b,2024-10-03T18:19:26.501Z,"108 km SSE of Adak, Alaska",earthquake,6.44,8.669,0.077,45,reviewed,us,us
2024-10-03T10:43:14.082Z,-0.9923,148.4357,10,5.4,mb,64,79,1.494,0.63,us,us6000nw94,2024-10-04T10:45:58.692Z,"173 km NE of Lorengau, Papua New Guinea",earthquake,6.12,1.828,0.069,72,reviewed,us,us
2024-10-03T10:10:52.308Z,21.8699,-106.7678,10,4.4,mb,176,200,3.991,0.61,us,us6000nw91,2024-10-07T12:55:56.040Z,"121 km W of Santa Cruz, Mexico",earthquake,9.5,1.974,0.036,221,reviewed,us,us
2024-10-03T10:03:09.081Z,-3.3762,131.0098,10,4.7,mb,29,69,1.318,0.64,us,us6000nw8x,2024-10-03T14:49:33.040Z,"151 km WSW of Fakfak, Indonesia",earthquake,6.74,1.5,0.1,30,reviewed,us,us
2024-10-03T08:19:04.925Z,21.3209,-45.3988,10,5,mb,94,52,15.643,0.65,us,us6000nw8l,2024-10-03T08:36:38.040Z,"northern Mid-Atlantic Ridge",earthquake,11.07,1.881,0.058,96,reviewed,us,us
2024-10-03T08:17:22.520Z,18.2558,-64.857,66,3.57,md,12,204,0.1387,0.06,pr,pr2024277001,2024-10-04T04:30:42.040Z,"10 km SW of Cruz Bay, U.S. Virgin Islands",earthquake,4.11,1.03,0.23,10,reviewed,pr,pr
2024-10-03T07:29:36.245Z,-15.4353,-71.9854,128.204,4.3,mb,29,126,3.316,1.45,us,us6000nw8d,2024-10-03T07:47:07.040Z,"16 km NNW of Tapay, Peru",earthquake,9.6,8.435,0.099,29,reviewed,us,us
2024-10-03T06:29:06.437Z,59.3831,-152.6322,73.8,2.7,ml,,,,0.4,ak,ak024cq7lynw,2024-10-03T07:12:49.040Z,"40 km W of Nanwalek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-10-03T05:32:24.290Z,17.8676,-65.6906,10,3.67,md,19,211,0.2679,0.25,pr,pr2024277000,2024-10-03T07:07:51.040Z,"25 km SE of Emajagua, Puerto Rico",earthquake,1.08,0.93,0.12,19,reviewed,pr,pr
2024-10-03T03:15:36.967Z,64.1109,-148.4314,115.2,3.1,ml,,,,0.31,ak,ak024cq5qqbr,2024-10-03T03:33:29.040Z,"35 km ENE of Ferry, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-10-03T02:59:02.090Z,61.8895,-150.9556,62.4,2.5,ml,,,,0.24,ak,ak024cq5enaw,2024-10-03T22:31:48.040Z,"25 km ESE of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-10-03T02:43:17.979Z,32.413,-102.06,7.3242,3.2,ml,37,49,0,0.1,tx,tx2024tkmw,2024-10-03T13:55:48.792Z,"34 km WSW of Ackerly, Texas",earthquake,0.5123101748586208,0.6736897747880599,0.2,30,reviewed,tx,tx
2024-10-03T01:50:31.220Z,-46.9021,33.3953,10,5,mb,38,77,17.408,0.79,us,us6000nw77,2024-10-03T02:12:52.040Z,"Prince Edward Islands region",earthquake,12.89,1.817,0.109,28,reviewed,us,us
2024-10-03T01:09:15.456Z,21.9162,94.3332,98.792,4.2,mb,18,138,0.892,0.85,us,us6000nw74,2024-10-03T01:35:36.040Z,"85 km WSW of Monywa, Myanmar",earthquake,14.44,12.69,0.166,10,reviewed,us,us
2024-10-02T23:58:45.687Z,58.5909,-155.0473,136.9,3.1,ml,,,,0.63,ak,ak024couda8b,2024-10-03T00:09:04.040Z,"94 km E of King Salmon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-10-02T23:27:09.351Z,11.7795,125.4921,64.138,4.7,mb,43,99,4.681,0.92,us,us6000nw6t,2024-10-02T23:42:35.040Z,"4 km NE of San Julian, Philippines",earthquake,10.64,7.754,0.091,37,reviewed,us,us
2024-10-02T22:24:52.676Z,43.8446,-129.4168,13.482,4,mb,70,208,2.132,0.89,us,us6000nw6j,2024-10-03T21:15:05.654Z,"off the coast of Oregon",earthquake,11.52,7.904,0.11,22,reviewed,us,us
2024-10-02T22:04:14.036Z,56.045,-149.7104,17.915,3.6,ml,20,240,2.349,0.85,us,us6000nw6f,2024-10-03T18:08:25.447Z,"234 km SE of Chiniak, Alaska",earthquake,9.53,8.918,0.053,46,reviewed,us,us
2024-10-02T21:41:46.963Z,-14.3041,167.2944,209.096,5.2,mww,63,64,6.843,0.66,us,us6000nw6c,2024-10-03T08:05:10.339Z,"54 km SSW of Sola, Vanuatu",earthquake,8.86,7.579,0.093,11,reviewed,us,us
2024-10-02T21:05:37.351Z,-34.8421,-179.5924,35,4.7,mb,25,115,3.202,1.13,us,us6000nw66,2024-10-02T21:45:15.040Z,"south of the Kermadec Islands",earthquake,10.92,1.89,0.134,17,reviewed,us,us
2024-10-02T20:52:38.950Z,19.4139995574951,-155.294006347656,6.42999982833862,3.27999997,md,25,68,0.007437,0.370000005,hv,hv74485927,2024-10-02T20:54:42.250Z,"7 km WSW of Volcano, Hawaii",earthquake,0.6,0.790000021,0.25999999,8,automatic,hv,hv
2024-10-02T20:44:00.185Z,5.7544,126.0905,102.668,4.5,mb,43,88,1.402,0.61,us,us6000nw62,2024-10-03T17:25:20.040Z,"52 km ESE of Mangili, Philippines",earthquake,11.38,6.307,0.092,35,reviewed,us,us
2024-10-02T20:34:58.730Z,18.011,-66.8376666666667,13.17,2.83,md,9,129,0.07779,0.25,pr,pr71461603,2024-10-02T20:45:01.980Z,"2 km NW of Indios, Puerto Rico",earthquake,0.71,1.02,0.0610877483158974,3,reviewed,pr,pr
